card,tcg,ck_price,mp_price,ck_pct,mp_pct,units,origin,ck_cal,ck_cal_pct,band,mp_market,productId,has_direct,cheap_ship,direct_price,cheap_price,cheap_seller,mp_head
Summon: Bahamut,23.76,32.99,20.63,38.84680134680135,-13.173400673400684,984.0,live,29.691000000000003,18.85286195286195,$20-50,20.0,630917,True,0.2,17.0,20.0,,20.0
Great Divide Guide,1.21,1.79,0.29,47.93388429752067,-76.03305785123966,1354.0,live,1.611,26.63140495867769,$1-2,0.76,662545,True,1.49,0.67,0.67,,0.76
"Vito, Thorn of the Dusk Rose",12.04,13.99,8.84,16.196013289036554,-26.578073089701,984.0,live,12.591000000000001,-0.5362126245847043,$10-20,8.17,215384,True,0.0,8.89,9.0,,8.17
Open the Armory,2.72,3.99,2.6,46.69117647058823,-4.411764705882357,981.0,live,3.591,25.56764705882353,$2-5,2.76,227128,True,1.49,2.01,2.01,,2.76
"Narset, Parter of Veils",0.95,1.49,0.41,56.842105263157904,-56.842105263157904,1407.0,live,1.341,34.25684210526315,$0-1,0.86,188705,True,1.49,0.84,0.84,,0.86
Eviscerator's Insight,0.27,0.59,0.15,118.51851851851848,-44.44444444444445,2020.0,live,0.531,87.05185185185181,$0-1,0.24,552853,True,1.49,0.12,0.12,,0.24
Crackle with Power,7.7,9.49,6.76,23.246753246753247,-12.207792207792211,958.0,live,8.541,5.499220779220782,$5-10,7.68,688884,True,0.0,5.65,6.99,,7.68
Lotus Petal,33.86,44.99,28.04,32.87064382752511,-17.188422917897224,1154.0,live,40.491,13.737271116361493,$20-50,,5615,True,0.0,28.25,28.29,,28.04
"Appa, Steadfast Guardian",6.44,9.99,6.38,55.12422360248447,-0.931677018633548,1036.0,live,8.991,32.78633540372669,$5-10,6.95,648645,True,0.0,4.0,6.28,,6.95
Aerith Gainsborough,2.27,2.29,1.35,0.8810572687224677,-40.52863436123348,1059.0,live,2.061,-13.645814977973568,$2-5,1.65,630864,True,1.49,0.6,1.56,,1.65
Spirit Link,0.35,0.59,0.15,68.57142857142857,-57.14285714285714,1398.0,live,0.531,44.297142857142845,$0-1,0.34,457215,True,1.49,0.1,0.1,,0.34
"Slash, Reptile Rampager",1.03,1.29,0.31,25.24271844660194,-69.90291262135922,1198.0,live,1.161,7.20776699029127,$1-2,0.78,673646,True,1.49,0.77,0.77,,0.78
Heroic Intervention,17.1,17.99,12.5,5.204678362573081,-26.90058479532164,978.0,live,16.191,-9.944795321637445,$10-20,12.59,499755,True,0.0,13.32,14.69,,12.59
"Toph, Hardheaded Teacher",0.85,1.49,0.2,75.29411764705883,-76.47058823529412,1148.0,live,1.341,50.05176470588235,$0-1,,662611,True,1.49,0.68,0.68,,0.2
Bolt Bend,3.26,5.49,2.89,68.40490797546013,-11.349693251533733,1015.0,live,4.941000000000001,44.15460122699388,$2-5,2.99,188345,True,1.49,2.0,2.56,,2.99
Slip Out the Back,3.86,6.49,3.92,68.13471502590674,1.5544041450777215,1101.0,live,5.841,43.92331606217617,$2-5,4.37,268915,True,1.49,3.39,3.39,,4.37
Underworld Dreams,1.92,1.99,1.86,3.645833333333337,-3.124999999999991,1085.0,live,1.791,-11.27916666666666,$1-2,2.05,207162,True,1.49,1.49,1.49,,2.05
Thousand-Year Storm,1.12,1.29,0.45,15.178571428571422,-59.82142857142858,1044.0,live,1.161,-1.4071428571428566,$1-2,0.75,591779,True,1.49,0.72,0.72,,0.75
Raise the Palisade,10.54,11.99,9.28,13.757115749525628,-11.954459203036052,1066.0,live,10.791,-2.623908918406072,$10-20,9.47,499572,True,0.0,9.15,10.01,,9.47
Firebrand Archer,0.28,0.39,0.15,39.28571428571428,-46.42857142857144,1384.0,live,0.35100000000000003,19.228571428571424,$0-1,0.16,591775,True,1.49,0.1,0.1,,0.16
Cleansing Wildfire,0.57,0.79,0.37,38.59649122807019,-35.08771929824561,2348.0,live,0.7110000000000001,18.63859649122809,$0-1,,221913,True,1.49,0.35,0.35,,0.37
Open the Way,0.93,1.29,0.22,38.70967741935484,-76.34408602150538,1893.0,live,1.161,18.735483870967748,$0-1,0.6,687551,True,3.99,0.59,0.59,,0.6
Worn Powerstone,0.37,0.69,0.15,86.48648648648647,-59.45945945945946,1455.0,live,0.621,59.63243243243242,$0-1,0.37,552629,True,1.49,0.23,0.23,,0.37
Kang the Conqueror,0.51,0.99,0.15,94.11764705882352,-70.58823529411764,1478.0,live,0.891,66.16470588235293,$0-1,0.17,696272,True,1.49,0.25,0.25,,0.17
Vernal Fen,0.53,1.29,0.44,143.39622641509433,-16.981132075471702,1496.0,live,1.161,108.34716981132078,$0-1,0.43,687573,True,1.49,0.4,0.4,,0.43
Coin of Mastery,1.95,2.49,1.04,27.692307692307704,-46.66666666666666,1305.0,live,2.241,9.304615384615389,$1-2,1.52,679603,True,1.49,1.74,1.74,,1.52
Herald's Horn,4.97,5.99,4.49,20.523138832998,-9.65794768611669,991.0,live,5.391,3.1678068410462825,$2-5,4.71,499815,True,1.49,4.81,4.81,,4.71
Nether Traitor,0.8,2.29,0.41,186.25,-48.75000000000001,1366.0,live,2.061,145.03,$0-1,0.42,687454,True,1.49,0.74,0.74,,0.42
Thrumming Hivepool,0.91,1.29,0.19,41.75824175824176,-79.12087912087912,1563.0,live,1.161,21.345054945054954,$0-1,0.36,641746,True,1.49,0.82,0.82,,0.36
Doom Variant - Roaming Throne (Borderless),53.1,69.99,54.88,31.807909604519764,3.3521657250470827,950.0,live,62.991,12.827570621468908,$50-100,,700738,True,0.0,47.98,51.48,,54.88
Island (0288),0.33,0.99,0.15,200.0,-54.54545454545456,3073.0,live,0.891,156.79999999999995,$0-1,,648726,True,1.49,0.1,0.1,,0.15
Woodland Cemetery,0.51,1.49,0.51,192.156862745098,0.0,1670.0,live,1.341,150.0862745098039,$0-1,0.5,687585,True,1.49,0.47,0.47,,0.5
The Earth King,1.53,1.79,0.26,16.99346405228758,-83.00653594771242,1109.0,live,1.611,0.1464052287581712,$1-2,,662051,True,1.49,0.76,0.76,,0.26
Ghoulish Impetus,0.48,0.79,0.15,64.58333333333334,-68.74999999999999,1723.0,live,0.7110000000000001,40.88333333333335,$0-1,0.37,687411,True,1.49,0.44,0.44,,0.37
Benevolent Hydra,0.94,1.79,0.26,90.42553191489364,-72.34042553191489,1342.0,live,1.611,63.00425531914895,$0-1,,687451,True,1.49,0.88,0.88,,0.26
"Quintorius, History Chaser (Borderless)",0.87,0.99,0.26,13.79310344827586,-70.11494252873564,1777.0,live,0.891,-2.5931034482758646,$0-1,,686630,True,1.49,0.14,0.14,,0.26
Colossus Hammer,0.66,1.79,0.62,171.2121212121212,-6.060606060606066,1839.0,live,1.611,132.15757575757576,$0-1,0.7,631225,True,3.99,0.66,0.66,,0.7
Lavaspur Boots,1.4,1.99,0.6900000000000001,42.142857142857146,-50.71428571428571,1244.0,live,1.791,21.674285714285727,$1-2,1.19,544354,True,1.49,0.98,0.98,,1.19
Priest of Forgotten Gods,0.54,0.99,0.26,83.33333333333331,-51.85185185185185,1610.0,live,0.891,56.93333333333332,$0-1,0.43,687487,True,3.99,0.48,0.48,,0.43
Chaos Warp,0.39,0.99,0.29,153.84615384615384,-25.64102564102565,1404.0,live,0.891,117.29230769230767,$0-1,0.3,687360,True,1.49,0.35,0.35,,0.3
"Echo, Perceptive Prodigy",0.19,0.35,0.15,84.21052631578945,-21.052631578947373,1586.0,live,0.315,57.68421052631577,$0-1,0.15,696271,True,1.49,0.1,0.1,,0.15
Doppelgang,1.56,2.99,1.55,91.66666666666669,-0.6410256410256416,1049.0,live,2.6910000000000003,64.06666666666666,$1-2,1.63,533901,True,1.49,1.43,1.43,,1.63
"Zimone, Infinite Analyst (Borderless)",0.93,1.29,0.15,38.70967741935484,-83.87096774193549,1080.0,live,1.161,18.735483870967748,$0-1,,686633,True,1.49,0.24,0.24,,0.15
Fire Lord Azula,0.95,0.99,0.46,4.210526315789478,-51.57894736842105,1085.0,live,0.891,-10.79578947368421,$0-1,0.6,660594,True,1.49,0.4,0.4,,0.6
Assassin's Trophy,0.73,1.49,0.6900000000000001,104.10958904109587,-5.479452054794511,1508.0,live,1.341,74.71780821917807,$0-1,0.75,687603,True,1.49,0.71,0.71,,0.75
Dovin's Veto,3.19,3.99,1.76,25.078369905956123,-44.82758620689656,996.0,live,3.591,7.067084639498443,$2-5,,187186,True,1.49,2.25,2.25,,1.76
Triumph of the Hordes,12.71,16.99,12.88,33.67427222659321,1.3375295043273008,942.0,live,15.290999999999999,14.425177025963787,$10-20,12.28,689364,True,0.0,10.75,11.39,,12.28
Tempest Hawk,0.68,0.99,0.15,45.58823529411764,-77.94117647058823,2872.0,live,0.891,24.623529411764693,$0-1,0.74,624065,True,1.49,0.4,0.4,,0.74
PuPu UFO,0.43,0.99,0.15,130.2325581395349,-65.11627906976744,1357.0,live,0.891,97.07906976744188,$0-1,0.38,632703,True,1.49,0.25,0.25,,0.38
Delighted Halfling,29.32,37.99,26.03,29.570259208731247,-11.22100954979536,970.0,live,34.191,10.912141882673952,$20-50,27.65,498414,True,1.49,24.81,25.76,,27.65
"Joshua, Phoenix's Dominant",1.68,1.79,0.76,6.547619047619054,-54.76190476190476,999.0,live,1.611,-8.795238095238089,$1-2,,633170,True,1.49,0.5,0.5,,0.76
Glasswing Grace,0.32,0.35,0.15,9.374999999999991,-53.125,1113.0,live,0.315,-6.375000000000009,$0-1,,552644,True,1.49,0.2,0.2,,0.15
Cyclonic Rift,33.97,39.99,31.33,17.721518987341785,-7.771563143950547,926.0,live,35.991,0.769620253164558,$20-50,33.94,689345,True,1.49,30.57,30.57,,33.94
Annie Joins Up,4.39,3.49,3.3000000000000003,-20.501138952164,-24.829157175398624,961.0,live,3.1410000000000005,-31.948974943052377,$2-5,4.6,544668,True,1.49,2.8,3.0,,4.6
"Ulamog, the Defiler",16.39,18.99,14.37,15.863331299572897,-12.324588163514344,985.0,live,17.090999999999998,-0.8209884075655917,$10-20,15.79,552309,True,1.29,14.06,14.23,,15.79
Endless Foot Assault,2.88,3.49,1.82,21.180555555555568,-36.80555555555555,1170.0,live,3.1410000000000005,3.7305555555555694,$2-5,2.1,679568,True,1.49,2.25,2.25,,2.1
Forest (0257),0.6,1.29,0.35,115.0,-41.66666666666667,3091.0,live,1.161,84.04000000000002,$0-1,,657790,True,1.49,0.49,0.49,,0.35
Refurbished Familiar,0.31,0.39,0.15,25.80645161290323,-51.61290322580645,2271.0,live,0.35100000000000003,7.69032258064517,$0-1,0.25,553237,True,1.49,0.15,0.15,,0.25
Parting Gust,1.02,1.99,0.28,95.09803921568628,-72.54901960784314,1198.0,live,1.791,67.00392156862746,$1-2,0.81,558346,True,1.49,0.5,0.5,,0.81
Ethereal Armor,0.38,0.59,0.15,55.26315789473684,-60.526315789473685,1267.0,live,0.531,32.90526315789472,$0-1,0.29,575288,True,1.49,0.24,0.24,,0.29
"Green Goblin, Revenant",0.36,0.69,0.15,91.66666666666666,-58.333333333333336,1026.0,live,0.621,64.06666666666666,$0-1,0.17,646616,True,1.49,0.11,0.11,,0.17
Gathering Stone,0.7,1.49,0.15,112.85714285714288,-78.57142857142857,1257.0,live,1.341,82.20571428571428,$0-1,0.55,671536,True,1.49,0.41,0.41,,0.55
High Score,1.52,1.29,0.8200000000000001,-15.13157894736842,-46.05263157894737,1225.0,live,1.161,-27.35263157894736,$1-2,1.19,679158,True,1.49,0.88,0.88,,1.19
Black Mage's Rod,0.23,0.35,0.15,52.17391304347825,-34.78260869565218,1467.0,live,0.315,30.260869565217373,$0-1,0.28,630932,True,1.49,0.1,0.1,,0.28
Stridehangar Automaton,2.35,3.99,2.11,69.7872340425532,-10.212765957446818,1263.0,live,3.591,45.33787234042554,$2-5,2.42,615206,True,1.49,2.27,2.47,,2.42
Cascade Bluffs,0.5,0.99,0.26,98.0,-48.0,1594.0,live,0.891,69.488,$0-1,0.33,687670,True,1.49,0.34,0.34,,0.33
Defile,1.42,2.79,1.0,96.47887323943664,-29.57746478873239,1197.0,live,2.511,68.18591549295776,$1-2,1.47,191582,True,1.49,0.99,0.99,,1.47
Harbinger of the Seas,1.72,1.99,0.44,15.69767441860465,-74.4186046511628,1383.0,live,1.791,-0.9627906976744132,$1-2,0.96,552618,True,1.49,1.29,1.29,,0.96
"Rootha, Mastering the Moment (Borderless)",0.58,0.99,0.2,70.68965517241381,-65.51724137931035,1140.0,live,0.891,46.11034482758621,$0-1,,686632,True,1.49,0.3,0.3,,0.2
Wildgrowth Archaic (Borderless),0.8,0.49,0.15,-38.75000000000001,-81.25,1050.0,live,0.441,-47.57000000000001,$0-1,,688983,True,1.49,0.44,0.44,,0.15
Drossforge Bridge,0.91,2.29,0.77,151.64835164835165,-15.384615384615383,1761.0,live,2.061,115.410989010989,$0-1,0.92,239716,True,1.49,0.68,0.68,,0.92
Tragedy Feaster,0.29,0.49,0.15,68.96551724137932,-48.27586206896552,1261.0,live,0.441,44.63448275862069,$0-1,0.15,689053,True,1.49,0.01,0.01,,0.15
Nature's Rhythm,5.17,6.99,4.0,35.20309477756287,-22.63056092843327,1062.0,live,6.291,15.73384912959381,$5-10,4.24,624738,True,1.49,3.41,4.93,,4.24
Asceticism,6.3,6.99,4.22,10.95238095238096,-33.01587301587302,1152.0,live,6.291,-5.024761904761904,$5-10,4.69,499776,True,0.0,4.3,5.29,,4.69
Immoral Bargain,0.51,0.69,0.17,35.29411764705881,-66.66666666666666,1374.0,live,0.621,15.81176470588234,$0-1,0.27,687583,True,1.49,0.48,0.48,,0.27
Mithril Coat,31.19,42.99,28.57,37.832638666239184,-8.40012824623277,922.0,live,38.691,17.984738698300745,$20-50,28.67,499456,True,1.99,26.0,26.0,,28.67
Orcish Bowmasters,44.37,49.99,44.69,12.66621591165203,0.7212080234392615,1051.0,live,44.991,-3.5577191796258645,$20-50,46.75,498367,True,0.99,40.7,41.01,,46.75
Razorkin Needlehead,4.53,8.99,4.09,98.45474613686534,-9.713024282560715,970.0,live,8.091000000000001,69.87726269315672,$2-5,4.74,575069,False,1.49,,3.85,37421,4.74
Quandrix Charm,0.33,0.35,0.15,6.060606060606049,-54.54545454545456,1402.0,live,0.315,-9.212121212121223,$0-1,0.2,686602,True,1.49,0.08,0.08,,0.2
Forsaken Miner,1.29,1.99,1.03,54.26356589147287,-20.155038759689923,1414.0,live,1.791,32.049612403100774,$1-2,1.18,544475,True,1.49,1.2,1.2,,1.18
Realmwalker,1.23,2.79,1.04,126.82926829268293,-15.44715447154471,1469.0,live,2.511,94.1658536585366,$1-2,1.11,671236,True,1.49,1.1,1.1,,1.11
Training Regimen,0.26,0.35,0.15,34.615384615384606,-42.30769230769232,1318.0,live,0.315,15.230769230769218,$0-1,0.15,697062,True,1.49,0.09,0.09,,0.15
Pest Rescuer,0.84,1.29,0.64,53.57142857142858,-23.809523809523807,1285.0,live,1.161,31.45714285714288,$0-1,0.79,687398,True,1.49,0.79,0.79,,0.79
Simian Spirit Guide,3.26,3.49,2.9,7.055214723926394,-11.04294478527607,1142.0,live,3.1410000000000005,-8.360736196319003,$2-5,3.42,233914,True,1.49,1.99,2.75,,3.42
"Iron Lad, Diverging Destiny",0.24,0.35,0.15,45.83333333333333,-37.5,1157.0,live,0.315,24.83333333333333,$0-1,0.15,696547,True,1.49,0.1,0.1,,0.15
The Legend of Roku,10.16,16.99,9.88,67.22440944881888,-2.7559055118110174,1050.0,live,15.290999999999999,43.14409448818896,$10-20,,660549,True,0.99,7.49,7.99,,9.88
Wild Growth,0.51,0.99,0.33,94.11764705882352,-35.29411764705882,1402.0,live,0.891,66.16470588235293,$0-1,0.44,457137,True,1.49,0.3,0.3,,0.44
Heaven-Sent Marvel - Archangel of Thune (Borderless),19.46,19.99,19.01,2.7235354573483943,-2.312435765673172,958.0,live,17.991,-12.068653648509777,$10-20,,697485,True,0.0,16.0,16.15,,19.01
Bloodghast,0.72,1.29,0.51,79.16666666666667,-29.166666666666664,1813.0,live,1.161,53.36666666666668,$0-1,,687391,True,1.49,0.72,0.72,,0.51
Jhoira's Familiar,1.68,3.49,1.28,107.73809523809526,-23.809523809523807,1025.0,live,3.1410000000000005,77.82380952380954,$1-2,,162257,True,1.49,0.81,0.81,,1.28
Essenceknit Scholar,0.27,0.35,0.15,29.62962962962961,-44.44444444444445,1195.0,live,0.315,10.962962962962948,$0-1,0.2,689522,True,1.49,0.1,0.1,,0.2
Horizon Explorer,2.36,3.49,2.53,47.881355932203405,7.203389830508472,1153.0,live,3.1410000000000005,26.586440677966124,$2-5,2.62,641983,True,1.49,2.19,2.19,,2.62
Blight Mound,0.39,0.79,0.15,102.56410256410258,-61.53846153846154,1593.0,live,0.7110000000000001,73.3948717948718,$0-1,0.25,687382,True,1.49,0.37,0.37,,0.25
Elvish Mystic,0.43,1.29,0.47,200.00000000000009,9.302325581395344,1436.0,live,1.161,156.80000000000004,$0-1,0.49,687499,True,1.49,0.4,0.4,,0.49
Mountain (0305),0.27,1.29,0.15,377.77777777777777,-44.44444444444445,3054.0,live,1.161,308.9777777777778,$0-1,,630898,True,1.49,0.11,0.11,,0.15
High Perfect Morcant,1.11,1.29,0.19,16.21621621621621,-82.8828828828829,982.0,live,1.161,-0.5189189189189177,$1-2,0.87,668578,True,1.49,0.4,0.4,,0.87
Reliquary Tower,4.9,5.99,3.43,22.244897959183668,-30.000000000000004,985.0,live,5.391,4.641632653061216,$2-5,3.34,687486,True,1.49,3.13,3.88,,3.34
Secret Invasion,0.27,0.49,0.15,81.48148148148147,-44.44444444444445,1501.0,live,0.441,55.34814814814813,$0-1,0.15,696277,True,1.49,0.15,0.15,,0.15
Peregrine Drake,0.28,0.79,0.15,182.1428571428572,-46.42857142857144,1311.0,live,0.7110000000000001,141.5142857142857,$0-1,0.26,458178,True,1.49,0.1,0.1,,0.26
Shielded by Faith,0.38,0.99,0.15,160.52631578947367,-60.526315789473685,1526.0,live,0.891,123.01052631578946,$0-1,0.35,687526,True,1.49,0.29,0.29,,0.35
"Evendo, Waking Haven",16.2,21.99,12.85,35.74074074074074,-20.67901234567901,950.0,live,19.791,16.194074074074067,$10-20,12.99,643049,True,0.99,14.37,14.75,,12.99
Pinnacle Emissary,1.27,2.49,0.15,96.06299212598428,-88.18897637795277,1521.0,live,2.241,67.82992125984252,$1-2,0.56,643621,True,1.49,0.99,0.99,,0.56
Slickshot Show-Off,5.81,9.49,4.37,63.33907056798624,-24.784853700516344,1302.0,live,8.541,39.81824440619623,$5-10,5.78,544208,True,1.49,2.99,2.99,,5.78
Cultivate,0.5,0.99,0.36,98.0,-28.000000000000004,1120.0,live,0.891,69.488,$0-1,0.4,499506,True,1.49,0.36,0.36,,0.4
Growing Rites of Itlimoc,8.43,13.99,8.61,65.95492289442468,2.135231316725976,956.0,live,12.591000000000001,42.057413997627535,$5-10,,524220,True,0.0,6.75,8.29,,8.61
"Midgar, City of Mako",1.94,2.99,1.3,54.123711340206206,-32.98969072164948,1003.0,live,2.6910000000000003,31.92989690721649,$1-2,,634034,True,1.49,1.04,1.04,,1.3
Dark Ritual,4.59,4.99,2.32,8.714596949891074,-49.455337690631815,1256.0,live,4.4910000000000005,-6.940305010893241,$2-5,,1381,True,1.49,1.15,1.61,,2.32
Swords to Plowshares,1.46,2.49,1.39,70.54794520547946,-4.79452054794521,1523.0,live,2.241,45.989041095890414,$1-2,1.36,624152,True,1.49,1.23,1.23,,1.36
"Sephiroth, Fabled SOLDIER",31.65,34.99,26.05,10.552922590837294,-17.693522906793042,953.0,live,31.491000000000003,-5.366698262243276,$20-50,,630950,True,1.49,29.0,29.07,,26.05
Forgotten Ancient,0.37,0.79,0.26,113.51351351351352,-29.729729729729726,1258.0,live,0.7110000000000001,82.7675675675676,$0-1,0.34,687504,True,1.49,0.34,0.34,,0.34
Helm of the Host,8.37,8.49,7.140000000000001,1.4336917562724134,-14.6953405017921,958.0,live,7.641,-13.17275985663082,$5-10,6.99,559849,True,0.0,5.89,7.12,,6.99
Puresteel Paladin,0.74,0.99,0.61,33.78378378378378,-17.56756756756757,1148.0,live,0.891,14.518918918918915,$0-1,0.71,631130,True,3.99,0.42,0.42,,0.71
Sunderflock,1.78,1.99,1.0,11.797752808988765,-43.82022471910113,1173.0,live,1.791,-4.301123595505615,$1-2,1.84,671473,True,1.49,0.96,0.96,,1.84
Farseek,0.8,1.49,0.66,86.25,-17.5,1392.0,live,1.341,59.42999999999999,$0-1,0.7,559948,True,1.49,0.61,0.61,,0.7
The Unagi of Kyoshi Island,1.37,2.49,0.71,81.75182481751825,-48.17518248175183,1084.0,live,2.241,55.579562043795605,$1-2,,661945,True,1.49,0.98,0.98,,0.71
Traveling Chocobo,19.44,21.99,17.76,13.117283950617267,-8.641975308641973,950.0,live,19.791,-3.1716049382716216,$10-20,17.25,630929,True,1.31,15.97,15.97,,17.25
An Offer You Can't Refuse,2.56,4.99,2.41,94.921875,-5.8593749999999964,973.0,live,4.4910000000000005,66.853125,$2-5,2.52,590828,True,1.49,1.5,1.5,,2.52
Thundering Falls,15.54,20.99,15.61,35.070785070785064,0.4504504504504523,999.0,live,18.891,15.620592020592024,$10-20,15.5,532918,True,0.0,13.99,14.98,,15.5
Loki Laufeyson,0.17,0.35,0.15,105.88235294117644,-11.764705882352953,1272.0,live,0.315,76.23529411764703,$0-1,0.15,697030,True,1.49,0.09,0.09,,0.15
Feather of Flight,0.37,1.29,0.15,248.64864864864865,-59.45945945945946,1368.0,live,1.161,198.44324324324327,$0-1,0.38,559040,True,1.49,0.13,0.13,,0.38
Big Score,0.39,1.49,0.25,282.05128205128204,-35.8974358974359,1687.0,live,1.341,227.03589743589737,$0-1,0.43,688726,True,1.49,0.68,0.68,,0.43
Arcane Signet,0.45,0.99,0.42,120.0,-6.666666666666672,2108.0,live,0.891,88.32,$0-1,0.5,687531,True,1.49,0.47,0.47,,0.5
Expressive Iteration,1.0,1.29,0.32,29.000000000000004,-68.0,1051.0,live,1.161,10.42400000000001,$1-2,0.97,689407,True,1.49,0.39,0.39,,0.97
Mind Stone,0.39,0.99,0.22,153.84615384615384,-43.58974358974359,1289.0,live,0.891,117.29230769230767,$0-1,0.25,463303,True,1.49,0.25,0.25,,0.25
Feign Death,1.51,2.29,0.51,51.65562913907284,-66.22516556291392,1116.0,live,2.061,29.81721854304635,$1-2,1.0,243205,True,1.49,0.61,0.61,,1.0
High Market,0.4,1.29,0.31,222.5,-22.500000000000007,1581.0,live,1.161,176.06,$0-1,0.37,687689,True,1.49,0.34,0.34,,0.37
Sudden Breakthrough,0.27,0.69,0.15,155.55555555555551,-44.44444444444445,1029.0,live,0.621,118.75555555555552,$0-1,0.25,235670,True,1.49,0.12,0.12,,0.25
"Tezzeret, Cruel Captain",19.88,27.99,17.45,40.794768611670015,-12.223340040241448,1032.0,live,25.191,20.52032193158953,$10-20,17.79,638908,True,0.99,17.45,17.94,,17.79
Roaming Throne,51.72,57.99,46.59,12.122969837587014,-9.91879350348027,915.0,live,52.191,-4.022737819025519,$50-100,45.0,525238,True,0.99,44.99,45.01,,45.0
Viscera Seer,0.51,1.29,0.26,152.94117647058826,-49.01960784313725,1515.0,live,1.161,116.51764705882354,$0-1,,687505,True,1.49,0.37,0.37,,0.26
Rogue's Passage,0.39,0.99,0.39,153.84615384615384,0.0,1570.0,live,0.891,117.29230769230767,$0-1,0.39,590880,True,1.49,0.36,0.36,,0.39
Talisman of Indulgence,1.89,2.79,1.71,47.61904761904763,-9.52380952380952,1111.0,live,2.511,26.36190476190477,$1-2,2.1,631550,True,1.49,1.52,1.52,,2.1
Commercial District,7.89,10.99,7.18,39.29024081115337,-8.99873257287706,1030.0,live,9.891,19.23244613434728,$5-10,8.07,532880,True,1.99,5.0,5.75,,8.07
Claim the Kingdom,0.27,0.35,0.15,29.62962962962961,-44.44444444444445,1426.0,live,0.315,10.962962962962948,$0-1,0.15,696569,True,1.49,0.13,0.13,,0.15
"Mai, Scornful Striker",0.94,1.79,0.26,90.42553191489364,-72.34042553191489,1051.0,live,1.611,63.00425531914895,$0-1,0.5,661961,True,1.49,0.72,0.72,,0.5
Firebender Ascension,0.91,0.99,0.2,8.791208791208787,-78.02197802197801,1072.0,live,0.891,-6.874725274725281,$0-1,0.6,661951,True,1.49,0.4,0.4,,0.6
Nature's Lore,2.26,4.49,2.4,98.67256637168144,6.194690265486732,1052.0,live,4.041,70.06371681415932,$2-5,2.47,687543,True,1.49,2.3,2.55,,2.47
Geometer's Arthropod (Borderless),0.82,0.49,0.15,-40.24390243902439,-81.70731707317073,989.0,live,0.441,-48.84878048780487,$0-1,,688829,True,1.49,0.4,0.4,,0.15
Champion's Helm,1.22,2.79,1.03,128.68852459016392,-15.573770491803272,1167.0,live,2.511,95.75737704918036,$1-2,1.33,631208,True,1.49,1.17,1.17,,1.33
"Anti-Venom, Horrifying Healer",7.2,7.99,5.1000000000000005,10.97222222222222,-29.166666666666664,994.0,live,7.191000000000001,-5.007777777777784,$5-10,6.0,646522,True,0.99,3.4,5.72,,6.0
Strength of Will,1.71,2.49,1.04,45.61403508771932,-39.1812865497076,1064.0,live,2.241,24.64561403508772,$1-2,1.38,651996,True,1.49,1.0,1.0,,1.38
"Ashling, Flame Dancer",5.38,9.49,5.1000000000000005,76.39405204460968,-5.204460966542739,918.0,live,8.541,50.99330855018589,$5-10,5.47,552857,False,1.49,,4.61,14820,5.47
Vengeful Bloodwitch,0.31,0.39,0.15,25.80645161290323,-51.61290322580645,1363.0,live,0.35100000000000003,7.69032258064517,$0-1,0.17,563893,True,1.49,0.09,0.09,,0.17
